id,name,pref,area,home,original,simple,format,princess,luxury
2546,駒ヶ根高原リゾートリンクス,長野県,長野県全域,6,6,5,9,3,4
2551,フォレスタヒルズ,愛知県,西三河,4,3,2,9,4,7
2552,ラヴィマーナ神戸,兵庫県,神戸・淡路島・阪神間,5,4,4,11,5,6
2554,ベルクラシック大阪,大阪府,大阪市南部・東大阪,3,3,4,11,6,6
2556,青山エリュシオンハウス,東京都,青山・表参道・渋谷・原宿,7,5,4,9,4,2
2560,EXEX SUITES,岐阜県,岐阜県全域,4,5,4,11,4,6
2561,EXEX GARDEN,岐阜県,岐阜県全域,5,3,4,11,2,5
2562,EXEX SQUARE,岐阜県,岐阜県全域,4,6,4,10,6,7
2567,ザ・ロイヤルクラシック福岡,福岡県,福岡市・周辺（博多・天神ほか）,2,3,2,8,5,7
2572,イルムの丘　セント・マーガレット教会,北海道,旭川・富良野・道北,6,1,3,6,4,1
2593,神戸北野ホテル,兵庫県,神戸・淡路島・阪神間,2,4,3,6,3,4
2594,ホテル日航大阪,大阪府,大阪市南部・東大阪,4,2,3,11,4,5
2595,THE GARDEN PLACE SOSHUEN（蘇州園）,兵庫県,神戸・淡路島・阪神間,5,4,4,10,3,6
2597,ラグナヴェールSENDAI,宮城県,仙台市及び周辺・仙南,3,3,4,10,3,4
2600,ホテルモントレ仙台,宮城県,仙台市及び周辺・仙南,2,3,4,13,3,6
2601,フォーシーズンズホテル丸の内東京,東京都,東京駅・皇居周辺,3,4,4,14,2,2
2606,大阪ガーデンパレス,大阪府,大阪市北部・北摂・京阪,4,2,4,10,5,6
2607,住吉大社吉祥殿,大阪府,大阪市南部・東大阪,3,2,2,11,1,4
2608,THE SUITE CLASSICA SENDAI（ザ スイート クラシカ仙台）,宮城県,仙台市及び周辺・仙南,3,4,4,13,2,5
2613,ザ・ジョージアンハウス1997,群馬県,群馬県全域,2,4,3,10,6,9
2614,シャロンゴスペルチャーチ前橋,群馬県,群馬県全域,3,2,5,5,3,4
2615,マリエール太田,群馬県,群馬県全域,4,3,4,10,6,7
2617,ホテルロイヤルクラシック大阪,大阪府,大阪市南部・東大阪,5,4,3,11,6,8
2622,ベルクラシック福岡大濠,福岡県,福岡市・周辺（博多・天神ほか）,3,3,3,10,5,3
2623,THE SORAKUEN（相楽園）,兵庫県,神戸・淡路島・阪神間,5,5,5,12,2,5
2624,ラ・フォンテーヌ,群馬県,群馬県全域,5,7,5,10,2,4
2625,アルカーサル迎賓館,群馬県,群馬県全域,3,4,5,11,4,5
2628,水戸京成ホテル,茨城県,茨城県全域,6,2,6,9,2,4
2641,ラヴィス・ヴィラ・スイート,埼玉県,川越・所沢・東部・県北・その他,7,7,6,12,7,5
2642,チャペル・ド・コフレ,大阪府,大阪市北部・北摂・京阪,5,4,4,13,3,4
2644,izumoden掛川,静岡県,西部(浜松・磐田・掛川),3,3,3,11,5,6
2645,クルヴェット名古屋,愛知県,名古屋市・周辺,4,6,3,12,3,5
2647,ブルーレマン名古屋,愛知県,名古屋市・周辺,4,6,3,12,4,4
2648,ヴェルミヨンバーグ名古屋,愛知県,名古屋市・周辺,3,4,3,12,2,5
2649,ブランリール大阪,大阪府,大阪市北部・北摂・京阪,4,5,3,12,3,5
2650,ブルーグレース大阪,大阪府,大阪市北部・北摂・京阪,5,6,1,10,4,5
2651,ルージュ：ブラン,愛知県,尾張・知多・りんくう,5,6,4,10,4,4
2652,オランジュ：ベール,愛知県,名古屋市・周辺,4,6,2,11,2,3
2653,マンダリンポルト,愛知県,尾張・知多・りんくう,5,6,4,9,2,5
2654,ブルー：ブラン,愛知県,西三河,4,5,3,8,4,6
2655,ブラン：ベージュ,愛知県,西三河,4,5,3,10,3,5
2656,アージェントパルム,愛知県,西三河,4,5,3,10,4,5
2657,ルージュアルダン,愛知県,東三河・蒲郡,6,6,4,8,4,4
2658,ヴェールノアール,岐阜県,岐阜県全域,5,6,3,12,5,4
2659,ミエルココン,三重県,三重県全域,6,5,3,6,3,5
2660,ミエルシトロン,三重県,三重県全域,6,5,3,7,3,4
2661,ミエルクローチェ,三重県,三重県全域,5,5,3,6,3,5
2662,アーブルオランジュ,静岡県,西部(浜松・磐田・掛川),5,5,2,10,2,5
2663,マンダリンアリュール,静岡県,西部(浜松・磐田・掛川),4,5,2,11,3,6
2664,ラピスアジュール,静岡県,中部(静岡・藤枝・焼津),5,6,4,5,2,5
2665,ラピスコライユ,静岡県,中部(静岡・藤枝・焼津),5,6,4,5,4,6
2672,チャペル・ド・コフレ札幌,北海道,札幌市・札幌近郊,5,3,4,11,3,4
2673,桜苑(Ouen)　●太閤園グループ,大阪府,大阪市北部・北摂・京阪,5,3,4,11,4,4
2674,LAGUNAVEIL ATELIER（ラグナヴェール アトリエ）,東京都,青山・表参道・渋谷・原宿,7,7,3,12,4,4
2675,RISTORANTE Orobianco,大阪府,大阪市北部・北摂・京阪,3,4,6,6,1,1
2676,奈良ホテル,奈良県,奈良県全域,3,1,3,9,5,6
2677,ラトリエ・ドゥ・マリエ,静岡県,西部(浜松・磐田・掛川),2,5,6,11,6,6
2678,KURETAKESO,静岡県,西部(浜松・磐田・掛川),4,5,5,8,4,5
2692,ロイヤルチェスター前橋,群馬県,群馬県全域,2,3,5,10,5,6
2693,ＱＵＡＮＴＩＣ（クアンティック）,福岡県,福岡市・周辺（博多・天神ほか）,5,6,3,5,3,1
2695,GARDEN　WEDDING　ARCADIA　KOKURA（ガーデンウェディング・アルカディア小倉）,福岡県,北九州市・周辺（小倉ほか）,3,7,2,4,2,3
2697,ホテルグランビュー高崎,群馬県,群馬県全域,3,3,4,10,1,4
2698,リア・フィーユ,宮城県,仙台市及び周辺・仙南,4,4,7,10,2,2
2699,ザ オーク ガーデン (THE OAK GARDEN),京都府,京都市・周辺,4,6,2,11,3,4
2700,アルバート邸,群馬県,群馬県全域,2,4,4,10,4,4
2702,アーフェリーク迎賓館(大阪),大阪府,大阪市北部・北摂・京阪,3,6,3,10,5,3
2703,アクアガーデンテラス(大阪),大阪府,大阪市北部・北摂・京阪,4,6,3,10,5,5
2704,ファウンテンヒルズ仙台,宮城県,仙台市及び周辺・仙南,3,5,4,10,5,6
2706,ソラノワ（Suite Anniversary SORANOWA）,宮城県,仙台市及び周辺・仙南,5,3,4,14,4,5
2707,アトリエ（ATELIER the wedding gallery）  ,宮城県,仙台市及び周辺・仙南,3,3,5,13,3,4
2708,THE ESTREAL（エストリアル）,静岡県,西部(浜松・磐田・掛川),3,4,4,8,2,4
2714,アクアテラス リヴァージュブラン,大阪府,堺・南大阪,6,5,4,10,3,3
2716,アビー・ラ・トゥール教会(ウエディングセントラルパーク),静岡県,西部(浜松・磐田・掛川),2,6,5,11,7,7
2717,musee yotsuike(ミュゼ四ツ池),静岡県,西部(浜松・磐田・掛川),4,5,4,5,3,5
2718,THE PLACE KOBE（ザ　プレイス　コウベ）,兵庫県,神戸・淡路島・阪神間,3,3,5,7,1,2
2728,ストーンフォレスト,茨城県,茨城県全域,3,4,3,10,4,3
2729,セントルミエール,茨城県,茨城県全域,2,1,3,5,3,4
2730,アニヴェルセル長野,長野県,長野県全域,2,2,1,6,3,5
2731,XEX WEST,大阪府,大阪市北部・北摂・京阪,6,4,6,10,3,4
2734,百花籠,愛知県,名古屋市・周辺,3,4,3,12,3,6
2735,mitte,大阪府,大阪市北部・北摂・京阪,2,3,2,11,5,4
2738,華王殿,三重県,三重県全域,4,4,4,9,5,3
2739,ホテルアンビア松風閣,静岡県,中部(静岡・藤枝・焼津),4,1,2,8,3,4
2740,定禅寺ガーデンヒルズ迎賓館,宮城県,仙台市及び周辺・仙南,5,5,3,11,5,3
2741,THE GRIGHT（ザ・グライト）,宮城県,仙台市及び周辺・仙南,4,3,4,7,2,4
2742,ピエトラ・セレーナ,北海道,札幌市・札幌近郊,3,4,2,8,5,3
2743,日本平ホテル,静岡県,中部(静岡・藤枝・焼津),2,2,1,12,1,7
2744,ウェスティンホテル仙台,宮城県,仙台市及び周辺・仙南,4,2,4,10,3,5
2745,HOTEL GREGES（オテルグレージュ）,福岡県,福岡市・周辺（博多・天神ほか）,4,3,5,11,3,6
2751,名古屋東急ホテル,愛知県,名古屋市・周辺,2,3,2,13,4,7
2752,ホテルメトロポリタン仙台,宮城県,仙台市及び周辺・仙南,3,4,4,12,2,7
2753,W GRAND LACERE（ダブリュー グランラセーレ）,福岡県,福岡市・周辺（博多・天神ほか）,5,7,4,8,1,3
2754,キャッスルガーデンOSAKA,大阪府,大阪市北部・北摂・京阪,6,6,4,11,5,5
2756,マリエール山手,愛知県,名古屋市・周辺,3,0,1,8,5,5
2757,アンジェローブ,愛知県,名古屋市・周辺,6,6,3,12,3,4
2758,マリエール ガーデン バーベナ,愛知県,尾張・知多・りんくう,2,1,0,4,1,3
2759,マリエール岡崎,愛知県,西三河,3,3,1,9,7,7
2760,プルーナ　マリエール,愛知県,西三河,3,2,1,9,3,5
2761,マリエール豊橋,愛知県,東三河・蒲郡,3,4,0,6,7,6
2762,アルコラッジョ　マリエール,静岡県,西部(浜松・磐田・掛川),3,2,3,10,5,3
2763,KONAYA HOTEL,山梨県,山梨県全域,4,4,5,8,3,5
2764,THE VILLA HAMANAKO（ザ ヴィラ ハマナコ）,静岡県,西部(浜松・磐田・掛川),2,0,1,9,1,7
2767,白金 アートグレイスクラブ ,東京都,白金・恵比寿・代官山・広尾,2,2,2,5,5,4
2768,心斎橋セントグレース ヴィラ,大阪府,大阪市南部・東大阪,5,5,4,13,6,7
2769,アートグレイス ウエディングヒルズ,京都府,京都市・周辺,3,4,5,13,6,8
2779,ゲストハウスリッチモンド,静岡県,中部(静岡・藤枝・焼津),6,6,4,5,5,6
2780,アプローズスクエア東京,東京都,新宿・中野・杉並,3,5,5,12,4,6
2783,ウエディングレストラン　ジュレ,群馬県,群馬県全域,5,4,2,10,2,3
2785,グローバルウエディング　ディアーデ,群馬県,群馬県全域,3,2,2,9,4,5
2786,ザ・ジョージアンテラス,大阪府,堺・南大阪,5,5,4,10,4,4
2788,横浜 アートグレイス ポートサイドヴィラ,神奈川県,横浜・新横浜・川崎,6,2,4,12,9,8
2790,紺碧ザ・ヴィラオールスイート,沖縄県,宮古島・石垣島・その他エリア,4,3,4,2,0,5
2791,アートグレイス ウエディングコースト(千葉）,千葉県,千葉・舞浜・浦安・幕張,6,6,4,14,6,7
2792,大宮璃宮,埼玉県,大宮・さいたま・浦和・川口周辺,6,5,3,13,9,10
2796,仙台ゆりが丘 MARIAGE UNE VILLE,宮城県,仙台市及び周辺・仙南,4,6,5,10,5,6
2799,ザ・グランドティアラ一宮,愛知県,尾張・知多・りんくう,3,3,2,9,5,6
2800,京都祝言 SHU:GEN,京都府,京都市・周辺,4,0,2,0,6,8
2803,マリエルコートインターパーク,栃木県,栃木県全域,4,4,4,9,6,5
2804,プリマディーバ,栃木県,栃木県全域,3,5,6,9,5,3
2805,フェリヴェールサンシャイン,茨城県,茨城県全域,4,5,5,13,5,4
2807,ティアラガーデンズ伊勢崎,群馬県,群馬県全域,6,7,4,12,6,7
2808,アモーレヴォレ　サンマルコ,福岡県,北九州市・周辺（小倉ほか）,3,3,2,12,5,5
2809,ノートルダム北九州,福岡県,北九州市・周辺（小倉ほか）,3,3,2,8,5,6
2810,青山 セントグレース大聖堂byストリングス,東京都,青山・表参道・渋谷・原宿,4,4,2,12,12,10
2811,ホテル インターコンチネンタル 東京ベイ,東京都,お台場・豊洲・竹芝・晴海周辺の東京ベイエリア,3,4,2,13,2,4
2812,アートクレフクラブ,福岡県,北九州市・周辺（小倉ほか）,5,7,2,7,3,4
2813,ヴィラ・デ・マリアージュ太田,群馬県,群馬県全域,3,6,5,10,6,4
2814,ヴィラ・デ・マリアージュ高崎,群馬県,群馬県全域,7,5,5,11,6,6
2815,セント・ヴィラ・デ・マリアージュ伊勢崎,群馬県,群馬県全域,5,6,5,9,3,2
2816,セント・ヴィラ・デ・マリアージュ桐生,群馬県,群馬県全域,5,4,5,9,4,4
2817,ルーデンス伊勢崎ウエディングヴィラ,群馬県,群馬県全域,3,1,0,3,2,3
2844,ホテルガーデンパレス,埼玉県,川越・所沢・東部・県北・その他,3,4,6,12,2,4
2847,UNICO西梅田,大阪府,大阪市北部・北摂・京阪,3,2,5,4,1,2
2848,アコルドゥ 奈良公園,奈良県,奈良県全域,4,3,3,8,3,1
2853,LITTLEMARY CHURCH ウォーターフロント堂島,大阪府,大阪市北部・北摂・京阪,6,3,6,10,2,2
2855,パレスへいあん,宮城県,仙台市及び周辺・仙南,5,3,5,11,5,6
2856,ホテルニューオータニ博多,福岡県,福岡市・周辺（博多・天神ほか）,3,2,4,11,2,5
2858,ザ・キャピトルホテル 東急,東京都,赤坂・六本木・麻布,4,4,8,18,2,6
2864,ホテルセンチュリー静岡,静岡県,中部(静岡・藤枝・焼津),3,2,1,12,6,8
2868,MANE,神奈川県,みなとみらい・桜木町・山手・山下町・関内,6,3,4,11,3,4
2877,ホテル・アゴーラリージェンシー堺,大阪府,堺・南大阪,4,3,4,12,3,5
2878,ル・クロ・ド・マリアージュ,大阪府,大阪市北部・北摂・京阪,4,3,4,9,2,4
2879,赤坂氷川神社,東京都,赤坂・六本木・麻布,2,1,5,8,0,2
2881,ANAクラウンプラザホテル福岡,福岡県,福岡市・周辺（博多・天神ほか）,2,1,5,10,3,4
2884,ホテルメルパルク長野,長野県,長野県全域,3,3,4,11,2,5
2885,ホテルメルパルクSENDAI,宮城県,仙台市及び周辺・仙南,1,3,5,9,4,5
2886,アールベルアンジェ奈良,奈良県,奈良県全域,3,5,3,11,5,5
2887,石巻グランドホテル,宮城県,松島塩釜・県北・沿岸,4,3,5,9,4,3
2888,アンジュガーデン迎賓館,宮城県,松島塩釜・県北・沿岸,5,4,4,9,5,5
2889,ホテル ボストンプラザ草津,滋賀県,滋賀県全域,2,3,4,11,3,5
2890,HOTEL SETRE （ホテルセトレ）,兵庫県,神戸・淡路島・阪神間,7,4,4,8,4,4
2891,ララシャンス KOBE,兵庫県,神戸・淡路島・阪神間,7,4,4,10,5,7
2892,ANAクラウンプラザホテル神戸,兵庫県,神戸・淡路島・阪神間,2,3,4,10,4,5
2893,アルモニーソルーナ表参道,東京都,青山・表参道・渋谷・原宿,6,3,4,8,3,4
2894,アルモニーヴィラ　オージャルダン,愛知県,尾張・知多・りんくう,5,5,4,9,3,6
2897,アルモニーアンブラッセ イットハウス,大阪府,大阪市南部・東大阪,4,6,5,11,3,4
2899,ホテルアソシア静岡,静岡県,中部(静岡・藤枝・焼津),3,2,1,12,5,8
2900,ラ・フェット ひらまつ,大阪府,大阪市北部・北摂・京阪,3,2,5,8,3,4
2901,ホワイトイン高崎,群馬県,群馬県全域,2,2,5,9,1,5
2902,高崎神社,群馬県,群馬県全域,2,2,5,9,1,5
2903,HARMONIE EMBRASSEE WEDDING HOTEL　アルモニーアンブラッセウエディングホテル,大阪府,大阪市北部・北摂・京阪,4,3,3,10,4,5
2904,ゆとりろ軽井沢ホテル,長野県,長野県全域,6,5,4,8,6,6
2906,ラ・ベットラ・ダ・オチアイ ナゴヤ,愛知県,名古屋市・周辺,4,3,2,5,1,2
2907,レストランアラスカ　フェスティバルタワー,大阪府,大阪市北部・北摂・京阪,2,2,5,6,0,1
2909,ザ　グランダブリュー水戸,茨城県,茨城県全域,4,5,5,11,4,4
2913,三渓園,神奈川県,みなとみらい・桜木町・山手・山下町・関内,4,4,4,11,1,7
2915,ホテルグランドヒル市ヶ谷,東京都,新宿・中野・杉並,4,1,5,10,5,6
2916,ガーデンテラス福岡,福岡県,福岡市・周辺（博多・天神ほか）,5,5,2,5,2,0
2917,ロイヤルチェスター福岡,福岡県,福岡市・周辺（博多・天神ほか）,2,2,3,8,6,4
2918,ベルヴィ リリアル,静岡県,西部(浜松・磐田・掛川),4,3,3,5,4,4
2919,Patrick Kiso Garden東京・町田,東京都,立川・八王子・町田・23区以外,3,6,4,10,5,7
2955,クルーズ・クルーズYOKOHAMA,神奈川県,横浜・新横浜・川崎,4,3,6,10,2,5
2979,サンシャイン　クルーズ・クルーズ,東京都,池袋・練馬・文京・板橋,4,6,5,11,1,4
2981,ストリングスホテル名古屋,愛知県,名古屋市・周辺,2,4,2,12,5,7
2982,KYUKARUIZAWA KIKYO Curio Collection by Hilton（旧軽井沢ホテル）,長野県,長野県全域,4,1,4,3,2,3
2984,Brides Scene エスティーズ,岐阜県,岐阜県全域,4,6,3,8,6,6
2985,ホテルマリターレ創世　久留米,福岡県,久留米・筑後・鳥栖,4,4,3,7,4,5
2992,IWAI OMOTESANDO,東京都,青山・表参道・渋谷・原宿,4,8,6,8,2,3
2995,ホテルアークリッシュ豊橋,愛知県,東三河・蒲郡,5,5,4,11,5,7
2996,Art Bell Ange Mie,三重県,三重県全域,3,4,2,6,4,6
2997,"L,ARRIVO（エル・アリーヴォ）",岐阜県,岐阜県全域,5,5,0,3,1,7
2999,ANAクラウンプラザホテル札幌,北海道,札幌市・札幌近郊,2,3,4,11,2,6
3002,センティール・ラ・セゾン岐阜,岐阜県,岐阜県全域,3,5,3,10,4,6
3005,OCEAN TERRACE,三重県,三重県全域,3,1,2,7,5,6
3007,セントグラビス,茨城県,茨城県全域,2,2,3,8,3,4
3008,ヴォヤージュ ドゥ ルミエール 北谷リゾート,沖縄県,中北部,3,4,4,8,2,2
3016,けやき坂 彩桜邸 シーズンズテラス,宮城県,仙台市及び周辺・仙南,3,4,5,11,4,5
3017,ホテルグランドパレス,東京都,東京駅・皇居周辺,5,1,3,13,4,5
3019,オルヴィエート,三重県,三重県全域,4,3,4,10,7,4
3024,ホテルグランドティアラ春日井,愛知県,尾張・知多・りんくう,2,3,2,8,5,5
3027,ロイヤルオークホテル スパ＆ガーデンズ,滋賀県,滋賀県全域,5,4,3,11,4,5
3041,L'BRIGHT HOUSE,東京都,品川・目黒・浜松町・世田谷,1,4,6,11,1,2
3042,ベルヴィラヴァンセーヌ,静岡県,中部(静岡・藤枝・焼津),4,3,5,10,4,4
3043,アートグレイスウエディングフォレスト,宮城県,仙台市及び周辺・仙南,2,1,0,3,3,5
3044,ザ・オランジェガーデン五十鈴川,三重県,三重県全域,4,3,5,12,4,4
3045,Accord Herbe（アコールハーブ）,千葉県,千葉・舞浜・浦安・幕張,5,5,4,11,4,5
3047,NAGASE,岐阜県,岐阜県全域,2,4,5,12,0,4
3048,宇都宮東武ホテルグランデ,栃木県,栃木県全域,2,2,5,13,2,4
3056,THE HILLTOP TERRACE NARA（ザ・ヒルトップテラス奈良）,奈良県,奈良県全域,4,4,4,8,3,3
3058,ザ・グランドティアラSenju,三重県,三重県全域,3,3,4,9,5,8
3059,Iris Water Terrace Ayameike(イリスウォーターテラスあやめ池),奈良県,奈良県全域,3,6,4,11,5,5
3060,セント・オルコット・ガーデン,静岡県,中部(静岡・藤枝・焼津),5,7,5,7,7,5
3061,聖グロリアス教会,静岡県,西部(浜松・磐田・掛川),2,4,5,7,6,6
3063,神田明神　明神会館,東京都,東京駅・皇居周辺,0,0,3,13,1,2
3064,LUGALIS,大阪府,大阪市北部・北摂・京阪,1,3,4,8,1,1
3067,円通院,宮城県,松島塩釜・県北・沿岸,3,2,4,7,2,3
3068,SHICHI NO CAFE & PIZZA  SHICHI NO RESORT,宮城県,松島塩釜・県北・沿岸,6,5,5,7,1,2
3069,旧伊達邸 鍾景閣,宮城県,仙台市及び周辺・仙南,3,2,4,7,2,3
3070,ルシアスガーデン,兵庫県,神戸・淡路島・阪神間,4,5,3,10,4,5
3072,センティール・ラ・セゾン 中島公園,北海道,札幌市・札幌近郊,6,6,4,11,2,2
3074,アーカンジェル迎賓館　仙台,宮城県,仙台市及び周辺・仙南,4,6,4,9,4,6
3082,ハカタギ グランヒューリ,福岡県,福岡市・周辺（博多・天神ほか）,5,6,3,10,2,1
3083,上賀茂　玉屋　かも川店,京都府,京都市・周辺,0,1,1,2,0,0
3085,ベル・ジャルダン,茨城県,茨城県全域,3,0,2,0,0,1
3086,ベルヴィ郡山館,福島県,中通り南,3,1,3,7,3,4
3087,ベル・ザ・クラス,茨城県,茨城県全域,4,0,3,2,2,3
3088,フラン ベル アムール,茨城県,茨城県全域,2,0,0,2,2,2
3089,ベル・アージュ,茨城県,茨城県全域,1,1,1,2,2,4
3090,ベル・ティアーズ日立,茨城県,茨城県全域,4,0,1,2,0,1
3091,vivant vert,福島県,中通り南,3,3,6,6,2,3
3092,パラシオ・デ・ビアナ　ベル・カーサ,福島県,中通り北,7,4,4,12,5,6
3093,ベル・クイーンズ須賀川,福島県,中通り南,6,7,4,14,5,5
3094,ラ・スリーズガーデン　ベル・ルクス,福島県,会津・磐梯・猪苗代,5,5,5,11,5,7
3095,ハウス・オブ・ベルヴィ白河,福島県,中通り南,6,6,4,12,5,6
3113,オール・セインツ　ウエディング,福島県,中通り南,3,4,4,10,5,8
3114,セント・ヴェルジェ教会,福島県,中通り北,4,2,2,9,4,3
3116,ザ　フォースアベニュー　ブライマリーコート,福島県,中通り南,3,2,1,5,3,1
3117,アヴァンセ　ド　マリアージュ　ミ・ピアーチェ,福島県,中通り南,0,1,2,3,0,2
3128,GLLARE MARUYAMA（グラーレ マルヤマ）,北海道,札幌市・札幌近郊,6,6,4,7,5,5
3129,長野玉姫殿 ●信州玉姫殿グループ,長野県,長野県,2,6,4,8,7,6
3130,宮の森フランセス教会,北海道,札幌市・札幌近郊,6,5,4,12,6,6
3131,エルム ガーデン,北海道,札幌市・札幌近郊,5,5,3,10,4,4
3132,ATOLL TERRASSE 鴨川（アトールテラスカモガワ）  ●BRASSグループ,京都府,京都市・周辺,2,2,5,7,3,6
3133,ザ・リュクス銀座（THE LUXE GINZA）,東京都,銀座,4,3,5,12,3,4
3135,ホテル軽井沢エレガンス　森のチャペル軽井沢礼拝堂,長野県,長野県,3,3,4,12,3,4
